search_keyword,search_cnt,click_cnt,click_rate,is_typo,corrected_keyword,description,category,confidence
효리수,11155,510,0.0457,false,,"소녀시대 멤버 효연·유리·수영으로 구성된 유닛 그룹 이름으로, 세 멤버 이름의 앞글자를 딴 유닛명이며 'Skibidi' 등의 싱글을 발매했다.",아티스트,high
겜작,4372,113,0.0258,false,,"'게임'과 특정 능력치를 올리기 위한 반복 행동을 뜻하는 '작'이 합쳐진 게임 커뮤니티 은어로, 음악과는 직접적인 관련이 없다.",지식,medium
뮤직웨이브,1808,90,0.0498,false,,"멜론(카카오엔터테인먼트)이 운영하는 실시간 음악 감상 및 채팅 서비스로, K팝 팬덤과 아티스트를 연결하는 소통 채널이다.",앱기능/서비스,high
무엇이든 해낼 당신에게,1096,0,0,false,,"작가 남상훈이 쓴 에세이 도서의 제목으로, 자기 비판과 반추가 습관화된 이들을 위로하는 내용을 담고 있다.",지식,medium
soonflow,1072,0,0,false,,"'Ocean on Your Lips', 'The Best Is Yet to Come' 등을 발표한 팝 아티스트로, Spotify·Shazam 등 스트리밍 플랫폼에서 음원을 확인할 수 있다.",아티스트,medium
그냥 기다려보는거야,868,7,0.0081,false,,"노래 가사의 일부로 추정되나, 검색을 통해 이 구절과 정확히 일치하는 곡이나 아티스트를 특정하지 못했다.",기타,low
잔울,826,9,0.0109,false,,Spotify와 Apple Music에 자신의 이름으로 채널을 운영 중인 감성 발라드 계열의 아티스트이다.,아티스트,low
무엇이든 해낼,776,26,0.0335,false,,"에세이 '무엇이든 해낼 당신에게'의 제목 일부로 보이며, 특정 음원과는 일치하지 않는다.",지식,medium
국어별동대,574,0,0,false,,"117만 구독자를 보유한 크리에이터 '백앤아'가 참여한 국어 학습 만화 '고고프렌즈' 시리즈의 제목으로, 음악과는 무관하다.",지식,high
무엇이든,538,26,0.0483,false,,"'무엇이든 해낼 당신에게' 등 에세이 제목의 일부로 보이는 일반 단어로, 특정 음원이나 아티스트와 연결되지 않는다.",지식,low
이런 여유 너무 좋고,509,18,0.0354,false,,아티스트 E:um이 2026년 6월 발매한 앨범 '언제까지나'에 수록된 곡 제목이다.,음원,high
빅밸,491,0,0,false,,"음악 관련 아티스트나 곡으로 확인되지 않았으며, 검색 결과 대부분은 부동산 데이터 스타트업 '빅밸류'나 SNS 콘텐츠와 관련된 내용이었다.",기타,low
사람이 지쳤잖아,487,22,0.0452,false,,아티스트 '223.32'가 2026년 1월 발매한 곡의 제목이다.,음원,high
ㅇ,466,9,0.0193,false,,의미 파악이 어려운 단문/입력 오류로 추정,기타,low
해지,451,2,0.0044,false,,멜론 이용권 등 구독 서비스의 '해지(구독 취소)' 메뉴를 가리키는 앱 기능 용어이다.,앱기능/서비스,high
그냥기다려보는거야,447,12,0.0268,false,,"""그냥 기다려 보는거야""라는 문구/가사 형태의 검색어이나, 이에 정확히 일치하는 곡이나 아티스트를 확인할 수 없었음.",기타,low
먼작귀,406,4,0.0099,false,,"일본 작가 나가노의 만화 '치이카와'의 한국 내 별칭으로, 작고 귀여운 캐릭터들이 등장해 전 세계적으로 인기를 끈 캐릭터 IP를 가리킴.",밈/트렌드,high
